,Geographic Cluster Name,Category Name,Meeting Type,Total Programs,Total Capacity,Average Max Age,Average Latitude,Average Capacity,population,income,latinos,blacks,white,asian,other,No.,Percent of rowded Housing,Percent of Households With Income Below Poverty Level,Unemployment Rate for Population over 16,Percent Aged 25 and Over with no High School Diploma,Percent of Population Under Age 18 and Over Age 64,Per Capita Income,Hardship Index Score,Capacity Per Capita
973,LOGAN SQUARE,Music & Art.,face_to_face,497,53118.0,52.63581488933602,41.92408775434621,106.87726358148893,72791,49610,0.512,0.054,0.392,0.025,0.017,22,2.20%,10.30%,3.40%,8.40%,24.30%,"$52,835 ",23.4,0.729733071396189
974,LOGAN SQUARE,Music & Art.,online,14,251.0,8.571428571428571,41.92509433357144,17.928571428571427,72791,49610,0.512,0.054,0.392,0.025,0.017,22,2.20%,10.30%,3.40%,8.40%,24.30%,"$52,835 ",23.4,0.003448228489785825
975,LOGAN SQUARE,Nature.,face_to_face,42,960.0,83.61904761904762,41.9252267542857,22.857142857142858,72791,49610,0.512,0.054,0.392,0.025,0.017,22,2.20%,10.30%,3.40%,8.40%,24.30%,"$52,835 ",23.4,0.01318844362627248
976,LOGAN SQUARE,Performance.,face_to_face,7,215.0,23.714285714285715,41.918490815714286,30.714285714285715,72791,49610,0.512,0.054,0.392,0.025,0.017,22,2.20%,10.30%,3.40%,8.40%,24.30%,"$52,835 ",23.4,0.0029536618538006073
977,LOGAN SQUARE,Performance.,online,2,35.0,6.0,41.923448565,17.5,72791,49610,0.512,0.054,0.392,0.025,0.017,22,2.20%,10.30%,3.40%,8.40%,24.30%,"$52,835 ",23.4,0.0004808286738745175
978,LOGAN SQUARE,Reading & Writing.,face_to_face,118,7228.0,39.686440677966104,41.92365151737288,61.25423728813559,72791,49610,0.512,0.054,0.392,0.025,0.017,22,2.20%,10.30%,3.40%,8.40%,24.30%,"$52,835 ",23.4,0.09929799013614321
979,LOGAN SQUARE,Reading & Writing.,online,2,36.0,4.5,41.92173386,18.0,72791,49610,0.512,0.054,0.392,0.025,0.017,22,2.20%,10.30%,3.40%,8.40%,24.30%,"$52,835 ",23.4,0.0004945666359852179
980,LOGAN SQUARE,Science ,face_to_face,12,982.0,8.5,41.92275778333333,81.83333333333333,72791,49610,0.512,0.054,0.392,0.025,0.017,22,2.20%,10.30%,3.40%,8.40%,24.30%,"$52,835 ",23.4,0.01349067879270789
981,LOGAN SQUARE,Science ,online,6,130.0,5.833333333333333,41.93600527666667,21.666666666666668,72791,49610,0.512,0.054,0.392,0.025,0.017,22,2.20%,10.30%,3.40%,8.40%,24.30%,"$52,835 ",23.4,0.001785935074391065
982,LOGAN SQUARE,Sports + Wellness.,face_to_face,746,14187.0,29.694369973190348,41.929746692225386,19.017426273458444,72791,49610,0.512,0.054,0.392,0.025,0.017,22,2.20%,10.30%,3.40%,8.40%,24.30%,"$52,835 ",23.4,0.19490046846450798
983,LOGAN SQUARE,Sports + Wellness.,online,51,932.0,33.3921568627451,41.937235962745106,18.274509803921568,72791,49610,0.512,0.054,0.392,0.025,0.017,22,2.20%,10.30%,3.40%,8.40%,24.30%,"$52,835 ",23.4,0.012803780687172864
984,LOOP,Academic Support,face_to_face,103,4782.0,51.90291262135922,41.88080664156862,46.42718446601942,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.16330294027251308
985,LOOP,Academic Support,online,100,1774.0,17.96,,17.74,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.06058122460130451
986,LOOP,Building & Fixing Things,face_to_face,74,909.0,19.27027027027027,41.87522285027023,12.283783783783784,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.031041901444524126
987,LOOP,Building & Fixing Things,online,17,360.0,13.0,,21.176470588235293,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.012293822354266981
988,LOOP,Computers.,face_to_face,281,10737.0,63.345195729537366,41.876804718113846,38.20996441281139,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.3666632517160127
989,LOOP,Computers.,online,27,437.0,16.48148148148148,,16.185185185185187,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.01492333435781853
990,LOOP,Customer/Human Service,face_to_face,1,0.0,24.0,41.87927246,0.0,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.0
991,LOOP,Digital Media.,face_to_face,7,97.0,17.142857142857142,41.880190168571424,13.857142857142858,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.0033125021343441588
992,LOOP,Digital Media.,online,6,180.0,18.0,,30.0,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.006146911177133491
993,LOOP,Food.,face_to_face,37,8.0,17.945945945945947,41.88430023,0.21621621621621623,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.000273196052317044
994,LOOP,Food.,online,9,125.0,51.77777777777778,,13.88888888888889,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.004268688317453813
995,LOOP,Healthcare,face_to_face,1,0.0,24.0,41.87927246,0.0,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.0
996,LOOP,Healthcare,online,8,170.0,23.75,,21.25,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.005805416111737185
997,LOOP,Helping Your Community.,face_to_face,5,56.0,69.8,41.87905216,11.2,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.0019123723662193082
998,LOOP,Helping Your Community.,online,5,225.0,65.4,,45.0,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.007683638971416863
999,LOOP,Managing Money.,face_to_face,9,2227.0,99.0,41.876303354444445,247.44444444444446,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.07605095106375713
1000,LOOP,Managing Money.,online,3,128.0,99.0,,42.666666666666664,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.004371136837072704
1001,LOOP,Math,online,1,15.0,15.0,,15.0,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.0005122425980944575
1002,LOOP,Music & Art.,face_to_face,313,272462.0,45.8370607028754,41.87762607579653,870.4856230031949,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,9.304442850800806
1003,LOOP,Music & Art.,online,360,6760.0,22.45277777777778,41.879504396,18.77777777777778,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.2308506642079022
1004,LOOP,Nature.,face_to_face,26,169.0,49.03846153846154,41.88424392520001,6.5,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.005771266605197555
1005,LOOP,Nature.,online,27,225.0,63.81481481481482,,8.333333333333334,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.007683638971416863
1006,LOOP,Performance.,face_to_face,6,400.0,56.5,41.883484648,66.66666666666667,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.013659802615852201
1007,LOOP,Performance.,online,11,228.0,19.90909090909091,41.88030243,20.727272727272727,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.007786087491035754
1008,LOOP,Reading & Writing.,face_to_face,75,9573.0,77.64,41.88363200571425,127.64,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.3269132261038828
1009,LOOP,Reading & Writing.,online,801,32815.0,9.138576779026216,41.8842926,40.96754057428215,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,1.1206160570979748
1010,LOOP,Science ,face_to_face,9,3855.0,65.55555555555556,41.8589172375,428.3333333333333,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.13164634771027559
1011,LOOP,Science ,online,43,865.0,12.418604651162791,,20.11627906976744,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.029539323156780383
1012,LOOP,Social Studies ,face_to_face,1,20.0,21.0,41.87930679,20.0,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.00068299013079261
1013,LOOP,Social Studies ,online,1,20.0,18.0,,20.0,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.00068299013079261
1014,LOOP,Sports + Wellness.,face_to_face,166,4797.0,44.81927710843374,41.883798271890235,28.897590361445783,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.1638151828706075
1015,LOOP,Sports + Wellness.,online,19,263.0,36.73684210526316,41.88013204,13.842105263157896,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.008981320219922822
1016,LOOP,Work + Career ,face_to_face,7,38.0,32.57142857142857,41.881451198571426,5.428571428571429,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.001297681248505959
1017,LOOP,Work + Career ,online,15,310.0,40.0,41.87759018,20.666666666666668,29283,78124,0.069,0.115,0.627,0.159,0.031,32,4.00%,6.70%,5.80%,4.00%,15.90%,"$90,513 ",12.9,0.010586347027285456
1018,LOWER WEST SIDE,Academic Support,face_to_face,16,266.0,10.1875,41.85538172687499,16.625,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.007436607117895384
1019,LOWER WEST SIDE,Academic Support,online,1,10.0,22.0,41.85681152,10.0,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.0002795716961614806
1020,LOWER WEST SIDE,Building & Fixing Things,face_to_face,25,2192.0,48.08,41.85757370319999,87.68,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.06128211579859655
1021,LOWER WEST SIDE,Computers.,face_to_face,2,99.0,99.0,41.857610705,49.5,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.002767759791998658
1022,LOWER WEST SIDE,Digital Media.,face_to_face,1,8.0,99.0,41.85680008,8.0,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.0002236573569291845
1023,LOWER WEST SIDE,Healthcare,face_to_face,21,65.0,26.142857142857142,41.857230053809516,3.0952380952380953,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.001817216025049624
1024,LOWER WEST SIDE,Helping Your Community.,face_to_face,4,125.0,40.5,41.829603195000004,31.25,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.0034946462020185075
1025,LOWER WEST SIDE,Managing Money.,face_to_face,1,0.0,99.0,41.85760117,0.0,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.0
1026,LOWER WEST SIDE,Math,face_to_face,1,100.0,65.0,41.85680008,100.0,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.002795716961614806
1027,LOWER WEST SIDE,Music & Art.,face_to_face,183,128496.0,46.240437158469945,41.85513126497264,702.1639344262295,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,3.5923844669965614
1028,LOWER WEST SIDE,Music & Art.,online,8,137.0,44.625,41.855911254999995,17.125,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.0038301322374122843
1029,LOWER WEST SIDE,Nature.,face_to_face,22,575.0,95.04545454545455,41.85606453636362,26.136363636363637,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.016075372529285134
1030,LOWER WEST SIDE,Performance.,face_to_face,4,250.0,51.75,41.8563728325,62.5,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.006989292404037015
1031,LOWER WEST SIDE,Reading & Writing.,face_to_face,52,3059.0,52.15384615384615,41.85658366999997,58.82692307692308,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.08552098185579692
1032,LOWER WEST SIDE,Reading & Writing.,online,2,25.0,12.0,41.856315615,12.5,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.0006989292404037015
1033,LOWER WEST SIDE,Science ,face_to_face,1,100.0,65.0,41.85680008,100.0,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.002795716961614806
1034,LOWER WEST SIDE,Science ,online,1,25.0,6.0,41.85501099,25.0,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.0006989292404037015
1035,LOWER WEST SIDE,Social Studies ,face_to_face,1,18.0,99.0,41.85760117,18.0,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.0005032290530906651
1036,LOWER WEST SIDE,Sports + Wellness.,face_to_face,788,11932.0,27.987309644670052,41.85476670991131,15.142131979695431,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.3335849478598787
1037,LOWER WEST SIDE,Sports + Wellness.,online,75,1243.0,59.88,41.85623535040004,16.573333333333334,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.03475076183287204
1038,LOWER WEST SIDE,Work + Career ,face_to_face,3,25.0,31.333333333333332,41.85432815666667,8.333333333333334,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.0006989292404037015
1039,LOWER WEST SIDE,Work + Career ,online,1,0.0,24.0,41.84566498,0.0,35769,34573,0.824,0.031,0.124,0.01,0.01,31,4.40%,13.90%,6.50%,23.20%,28.70%,"$30,762 ",42.5,0.0
1040,Little Village,Academic Support,face_to_face,22,226.0,17.454545454545453,41.842114585238086,10.272727272727273,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0028503682776712743
1041,Little Village,Academic Support,online,2,20.0,35.5,41.84586716,10.0,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0002522449803248915
1042,Little Village,Building & Fixing Things,face_to_face,3,99.0,72.0,41.847100579999996,33.0,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0012486126526082132
1043,Little Village,Digital Media.,face_to_face,2,0.0,25.0,41.840480799999995,0.0,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0
1044,Little Village,Food.,face_to_face,1,0.0,18.0,41.84209824,0.0,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0
1045,Little Village,Healthcare,face_to_face,58,0.0,15.620689655172415,41.84209823999999,0.0,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0
1046,Little Village,Helping Your Community.,face_to_face,3,26.0,19.666666666666668,41.84048207666667,8.666666666666666,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.000327918474422359
1047,Little Village,Helping Your Community.,online,1,30.0,99.0,41.8364296,30.0,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0003783674704873373
1048,Little Village,Music & Art.,face_to_face,231,100155587.0,52.06060606060606,41.84490798549791,433573.9696969697,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,1263.187203612148
1049,Little Village,Music & Art.,online,3,35.0,9.333333333333334,41.84272130666667,11.666666666666666,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0004414287155685602
1050,Little Village,Nature.,face_to_face,21,516.0,95.14285714285714,41.84050115,24.571428571428573,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.006507920492382201
1051,Little Village,Performance.,face_to_face,3,400.0,66.0,41.83746592333333,133.33333333333334,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0050448996064978305
1052,Little Village,Reading & Writing.,face_to_face,43,67.0,39.48837209302326,41.844826013023265,1.558139534883721,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0008450206840883867
1053,Little Village,Reading & Writing.,online,2,39.0,51.5,,19.5,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0004918777116335385
1054,Little Village,Science ,face_to_face,41,0.0,18.0,41.84209824000003,0.0,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0
1055,Little Village,Sports + Wellness.,face_to_face,288,5890.0,39.642361111111114,41.83986719569454,20.45138888888889,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.07428614670568055
1056,Little Village,Sports + Wellness.,online,33,515.0,68.27272727272727,41.83671558666665,15.606060606060606,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.006495308243365957
1057,Little Village,Work + Career ,online,2,0.0,44.5,41.84463882,0.0,79288,33593,0.826,0.131,0.039,0.001,0.004,30,9.20%,19.80%,8.80%,41.10%,34.00%,"$14,234 ",66.7,0.0
1058,MCKINLEY PARK,Academic Support,face_to_face,11,163.0,9.0,41.809140290909085,14.818181818181818,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,0.010440686651293876
1059,MCKINLEY PARK,Building & Fixing Things,face_to_face,2,103.0,54.5,41.877899174999996,51.5,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,0.006597489110940303
1060,MCKINLEY PARK,Healthcare,face_to_face,1,15.0,99.0,41.82379913,15.0,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,0.0009607993850883935
1061,MCKINLEY PARK,Helping Your Community.,face_to_face,8,919.0,22.375,41.81356096124999,114.875,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,0.05886497565974891
1062,MCKINLEY PARK,Music & Art.,face_to_face,140,10451.0,37.75714285714286,41.820243100000006,74.65,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,0.6694209582372534
1063,MCKINLEY PARK,Music & Art.,online,2,10.0,9.5,41.826963425,5.0,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,0.0006405329233922624
1064,MCKINLEY PARK,Nature.,face_to_face,13,115.0,76.84615384615384,41.823795609230764,8.846153846153847,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,0.007366128619011017
1065,MCKINLEY PARK,Performance.,face_to_face,4,400.0,49.5,41.82379913,100.0,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,0.025621316935690495
1066,MCKINLEY PARK,Reading & Writing.,face_to_face,66,5072.0,18.575757575757574,41.82893007515156,76.84848484848484,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,0.3248782987445555
1067,MCKINLEY PARK,Reading & Writing.,online,1,18.0,99.0,,18.0,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,0.0011529592621060721
1068,MCKINLEY PARK,Science ,face_to_face,19,55639.0,60.89473684210526,41.82750260368421,2928.3684210526317,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,3.5638611324622085
1069,MCKINLEY PARK,Sports + Wellness.,face_to_face,405,19620.0,36.5679012345679,41.81733317209858,48.44444444444444,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,1.2567255956956187
1070,MCKINLEY PARK,Work + Career ,face_to_face,1,50.0,25.0,41.82379913,50.0,15612,42327,0.648,0.015,0.171,0.157,0.01,59,5.90%,14.30%,6.00%,23.20%,31.40%,"$26,934 ",46.8,0.003202664616961312
1071,MONTCLARE,Academic Support,face_to_face,25,193.0,8.52,41.92931915159999,7.72,13426,47460,0.54,0.045,0.375,0.028,0.012,18,3.80%,11.80%,4.10%,21.00%,39.50%,"$28,270 ",44.8,0.014375093102934604
1072,MONTCLARE,Academic Support,online,2,40.0,5.0,41.92109299,20.0,13426,47460,0.54,0.045,0.375,0.028,0.012,18,3.80%,11.80%,4.10%,21.00%,39.50%,"$28,270 ",44.8,0.0029792939073439596
1073,MONTCLARE,Building & Fixing Things,face_to_face,1,10.0,13.0,41.92109299,10.0,13426,47460,0.54,0.045,0.375,0.028,0.012,18,3.80%,11.80%,4.10%,21.00%,39.50%,"$28,270 ",44.8,0.0007448234768359899
1074,MONTCLARE,Music & Art.,face_to_face,40,919.0,32.1,41.925552082999985,22.975,13426,47460,0.54,0.045,0.375,0.028,0.012,18,3.80%,11.80%,4.10%,21.00%,39.50%,"$28,270 ",44.8,0.06844927752122747
1075,MONTCLARE,Music & Art.,online,3,44.0,6.0,41.93023554333333,14.666666666666666,13426,47460,0.54,0.045,0.375,0.028,0.012,18,3.80%,11.80%,4.10%,21.00%,39.50%,"$28,270 ",44.8,0.0032772232980783555
1076,MONTCLARE,Nature.,face_to_face,6,0.0,99.0,41.92110062,0.0,13426,47460,0.54,0.045,0.375,0.028,0.012,18,3.80%,11.80%,4.10%,21.00%,39.50%,"$28,270 ",44.8,0.0
1077,MONTCLARE,Reading & Writing.,face_to_face,7,6.0,85.57142857142857,41.92305755857143,0.8571428571428571,13426,47460,0.54,0.045,0.375,0.028,0.012,18,3.80%,11.80%,4.10%,21.00%,39.50%,"$28,270 ",44.8,0.00044689408610159393
1078,MONTCLARE,Reading & Writing.,online,2,40.0,3.0,41.92109299,20.0,13426,47460,0.54,0.045,0.375,0.028,0.012,18,3.80%,11.80%,4.10%,21.00%,39.50%,"$28,270 ",44.8,0.0029792939073439596
1079,MONTCLARE,Science ,face_to_face,5,46.0,10.0,41.921097568,9.2,13426,47460,0.54,0.045,0.375,0.028,0.012,18,3.80%,11.80%,4.10%,21.00%,39.50%,"$28,270 ",44.8,0.0034261879934455535
1080,MONTCLARE,Sports + Wellness.,face_to_face,126,1389.0,21.674603174603174,41.92370926587301,11.023809523809524,13426,47460,0.54,0.045,0.375,0.028,0.012,18,3.80%,11.80%,4.10%,21.00%,39.50%,"$28,270 ",44.8,0.103455980932519
1081,MONTCLARE,Sports + Wellness.,online,7,97.0,5.571428571428571,41.92501122714286,13.857142857142858,13426,47460,0.54,0.045,0.375,0.028,0.012,18,3.80%,11.80%,4.10%,21.00%,39.50%,"$28,270 ",44.8,0.007224787725309102
1082,MORGAN PARK,Academic Support,face_to_face,13,177.0,8.307692307692308,41.699559140000005,13.615384615384615,22544,56886,0.027,0.667,0.287,0.004,0.014,75,1.00%,11.60%,10.60%,6.30%,40.30%,"$34,946 ",37.0,0.007851312987934705
1083,MORGAN PARK,Computers.,face_to_face,1,0.0,99.0,41.69219971,0.0,22544,56886,0.027,0.667,0.287,0.004,0.014,75,1.00%,11.60%,10.60%,6.30%,40.30%,"$34,946 ",37.0,0.0
1084,MORGAN PARK,Healthcare,face_to_face,1,10.0,5.0,41.68379974,10.0,22544,56886,0.027,0.667,0.287,0.004,0.014,75,1.00%,11.60%,10.60%,6.30%,40.30%,"$34,946 ",37.0,0.00044357700496806243
1085,MORGAN PARK,Helping Your Community.,face_to_face,3,0.0,22.666666666666668,41.68866094,0.0,22544,56886,0.027,0.667,0.287,0.004,0.014,75,1.00%,11.60%,10.60%,6.30%,40.30%,"$34,946 ",37.0,0.0
1086,MORGAN PARK,Music & Art.,face_to_face,133,99112515.0,26.827067669172934,41.68836103082703,745206.8796992481,22544,56886,0.027,0.667,0.287,0.004,0.014,75,1.00%,11.60%,10.60%,6.30%,40.30%,"$34,946 ",37.0,4396.403255855216
